code,brand,fund_id,name
385720,TIME,11,TIME 코스피액티브
387270,TIGER,387270,TIGER 글로벌이노베이션액티브
387280,TIGER,387280,TIGER 퓨처모빌리티액티브
388280,RISE,44B8,RISE K엔터&여행레저
388420,RISE,44B9,RISE 비메모리반도체액티브
390390,KODEX,390390,KODEX 미국반도체
390400,KODEX,390400,KODEX 미국스마트모빌리티S&P
391600,ACE,K55101DK6651,ACE 미국친환경그린테마
394660,TIGER,394660,TIGER 글로벌자율주행&전기차 SOLACTIVE
394670,TIGER,394670,TIGER 글로벌리튬&2차전지SOLACTIVE(합성)
395150,KODEX,395150,KODEX 웹툰&드라마
395160,KODEX,395160,KODEX AI반도체TOP2플러스
395170,KODEX,395170,KODEX Top10동일가중
395750,PLUS,006340,PLUS ESG가치주액티브
395760,PLUS,006339,PLUS ESG성장주액티브
396500,TIGER,396500,TIGER 반도체TOP10
396510,TIGER,396510,TIGER 차이나클린에너지SOLACTIVE
396520,TIGER,396520,TIGER 차이나반도체FACTSET
399110,SOL,210880,SOL 미국S&P500ESG
399580,RISE,44C3,RISE 글로벌클린에너지
400580,SOL,210885,SOL 유럽탄소배출권선물S&P(H)
400590,SOL,210884,SOL 글로벌탄소배출권선물ICE(합성)
400970,TIGER,400970,TIGER Fn메타버스
401170,RISE,44C2,RISE 메타버스
401470,KODEX,401470,KODEX 메타버스액티브
402970,ACE,K55101DN4471,ACE 미국배당다우존스
404120,TIME,16,TIME K신재생에너지액티브
404260,KODEX,404260,KODEX 기후변화솔루션
404540,TIGER,404540,TIGER KRX기후변화솔루션
404650,SOL,210890,SOL KRX기후변화솔루션
409820,KODEX,409820,KODEX 미국나스닥100 레버리지(합성 H)
411060,ACE,K55101DN7441,ACE KRX금현물
411420,KODEX,411420,KODEX 미국나스닥AI테크액티브
411540,SOL,210895,SOL 200Top10
412560,TIGER,412560,TIGER BBIG 레버리지
412570,TIGER,412570,TIGER 2차전지TOP10레버리지
412770,TIGER,412770,TIGER 글로벌AI플랫폼액티브
413220,SOL,210896,SOL 차이나태양광CSI(합성)
414270,ACE,K55101DP1319,ACE 글로벌자율주행액티브
414780,TIGER,414780,TIGER 차이나과창판STAR50(합성)
415760,SOL,210897,SOL 차이나육성산업액티브(합성)
415920,PLUS,006342,PLUS 글로벌희토류&전략자원생산기업
416090,ACE,K55101DP7530,ACE 중국과창판STAR50
417450,RISE,44C6,RISE 글로벌수소경제
417630,TIGER,417630,TIGER KEDI혁신기업ESG30
418660,TIGER,418660,TIGER 미국나스닥100레버리지(합성)
418670,TIGER,418670,TIGER 글로벌AI사이버보안
419420,KODEX,419420,KODEX 미국클린에너지나스닥
419650,PLUS,006343,PLUS 글로벌수소&차세대연료전지
421320,PLUS,006344,PLUS 우주항공
422420,RISE,44C7,RISE 2차전지액티브
423160,KODEX,423160,KODEX KOFR금리 액티브(합성)
423170,SOL,210908,SOL 글로벌AI반도체탑픽액티브
423920,TIGER,423920,TIGER 미국필라델피아반도체레버리지(합성)
426020,TIME,5,TIME 미국S&P500액티브
426030,TIME,2,TIME 미국나스닥100액티브
427120,RISE,44C9,RISE AI플랫폼
428510,KODEX,428510,KODEX 차이나AI테크액티브
428560,KODEX,428560,KODEX 미국ETF산업Top10 Indxx
429000,TIGER,429000,TIGER 미국S&P500배당귀족
429010,TIGER,429010,TIGER 미국나스닥넥스트100
429740,PLUS,006347,PLUS K리츠
429760,PLUS,006346,PLUS 미국S&P500
429980,SOL,210919,SOL 한국형글로벌전기차&2차전지액티브
432600,RISE,44D0,RISE 국채선물3년
433330,SOL,210930,SOL 미국S&P500
433500,ACE,K55101DU0363,ACE 원자력TOP10
433880,PLUS,006357,PLUS TDF2060액티브 적격
433970,KODEX,433970,KODEX TDF2030 액티브 적격
433980,KODEX,433980,KODEX TDF2040 액티브  적격
434060,KODEX,434060,KODEX TDF2050 액티브 적격
435040,ACE,K55101DU3912,ACE 글로벌브랜드TOP10
435420,TIGER,435420,TIGER 미국나스닥100채권혼합50
436140,SOL,210932,SOL 종합채권(AA-이상)액티브
437070,KODEX,437070,KODEX 아시아달러채권ESG플러스액티브
437080,KODEX,437080,KODEX 미국종합채권ESG액티브(H)
437350,RISE,44D2,RISE 미국단기투자등급회사채액티브
437370,RISE,44D1,RISE 글로벌농업경제
438080,ACE,K55101DU8887,ACE 미국S&P500미국채혼합50액티브
438100,ACE,K55101DU8879,ACE 미국나스닥100미국채혼합50액티브
438320,TIGER,438320,TIGER 차이나항셍테크레버리지(합성H)
438330,TIGER,438330,TIGER 우량회사채액티브
438560,SOL,210934,SOL 국고채3년
438570,SOL,210935,SOL 국고채10년
439860,KODEX,439860,KODEX ESG종합채권(A-이상) 액티브
439870,KODEX,439870,KODEX 국고채30년 액티브
440340,TIGER,440340,TIGER 글로벌멀티에셋TIF액티브
440640,ACE,K55101DW2771,ACE 단기채권알파액티브
440650,ACE,K55101DW3258,ACE 미국달러단기채권액티브
441640,KODEX,441640,KODEX 미국배당커버드콜액티브
441680,TIGER,441680,TIGER 미국나스닥100커버드콜(합성)
441800,TIME,12,TIME Korea플러스배당액티브
442320,RISE,44D6,RISE 글로벌원자력
442550,RISE,44D3,RISE TDF2030액티브적격
442560,RISE,44D4,RISE TDF2040액티브적격
442570,RISE,44D5,RISE TDF2050액티브적격
442580,PLUS,006236,PLUS 글로벌HBM반도체
444200,SOL,210940,SOL 코리아메가테크액티브
445150,KODEX,445150,KODEX 친환경조선해운액티브
445290,KODEX,445290,KODEX 로봇액티브
445910,TIGER,445910,TIGER MKF배당귀족
446690,KODEX,446690,KODEX 아시아AI반도체exChina액티브
446700,RISE,44D7,RISE 배터리 리사이클링
446720,SOL,210942,SOL 미국배당다우존스
446770,ACE,K55101DY2753,ACE 글로벌반도체TOP4 Plus
447430,ACE,K55101DY4338,ACE 주주환원가치주액티브
447620,SOL,210945,SOL 미국TOP5채권혼합50
447660,PLUS,006237,PLUS 애플채권혼합
447770,TIGER,447770,TIGER 테슬라채권혼합Fn
448290,TIGER,448290,TIGER 미국S&P500(H)
448300,TIGER,448300,TIGER 미국나스닥100(H)
448330,KODEX,448330,KODEX 삼성전자채권혼합
448540,ACE,K55101DY6929,ACE 엔비디아채권혼합
448630,RISE,44E0,RISE 삼성그룹Top3채권혼합
449170,TIGER,449170,TIGER KOFR금리액티브(합성)
449180,KODEX,449180,KODEX 미국S&P500(H)
449190,KODEX,449190,KODEX 미국나스닥100(H)
449450,PLUS,006192,PLUS K방산
449580,RISE,44E1,RISE 테슬라애플아마존채권혼합
449680,TIGER,449680,TIGER 한중전기차(합성)
449690,TIGER,449690,TIGER 한중반도체(합성)
450910,SOL,210961,SOL 코스닥150
451000,PLUS,006358,PLUS 종합채권(AA-이상)액티브
451530,TIGER,451530,TIGER 국고채30년스트립액티브
451540,TIGER,451540,TIGER 종합채권(AA-이상)액티브
451600,PLUS,006203,PLUS 국고채30년액티브
451670,RISE,44E2,RISE 국채30년레버리지(합성)
452250,ACE,K55101DZ9039,ACE 미국30년국채선물레버리지(합성 H)
452360,SOL,210972,SOL 미국배당다우존스(H)
453010,PLUS,006180,PLUS KOFR금리
453330,RISE,44E3,RISE 미국S&P500(H)
453630,KODEX,453630,KODEX 미국S&P500 필수소비재
453640,KODEX,453640,KODEX 미국S&P500 헬스케어
453650,KODEX,453650,KODEX 미국S&P500금융
453660,KODEX,453660,KODEX 미국S&P500 경기소비재
453810,KODEX,453810,KODEX 인도Nifty50
453820,KODEX,453820,KODEX 인도Nifty50레버리지(합성)
453850,ACE,K55101E03860,ACE 미국30년국채액티브(H)
453870,TIGER,453870,TIGER 인도니프티50
453950,TIGER,453950,TIGER TSMC파운드리밸류체인
455030,KODEX,455030,KODEX 미국달러SOFR금리 액티브(합성)
455660,ACE,K55101E13018,ACE 미국하이일드액티브(H)
455850,SOL,210980,SOL AI반도체소부장
455860,SOL,210981,SOL 2차전지소부장Fn
455890,RISE,44E4,RISE 머니마켓액티브
455960,RISE,44E5,RISE 미국달러SOFR금리액티브(합성)
456200,PLUS,006190,PLUS 미국달러SOFR금리액티브(합성)
456250,KODEX,456250,KODEX 유럽명품TOP10 STOXX
456600,TIME,6,TIME 글로벌AI인공지능액티브
456610,TIGER,456610,TIGER 미국달러SOFR금리액티브(합성)
456680,TIGER,456680,TIGER 차이나전기차레버리지(합성)
456880,ACE,K55101E19692,ACE 미국달러SOFR금리(합성)
457480,ACE,K55101E19387,ACE 테슬라밸류체인액티브
457690,KODEX,457690,KODEX 33-06 국고채액티브
457700,KODEX,457700,KODEX 53-09 국고채액티브
457990,PLUS,006279,PLUS 태양광&ESS
458250,TIGER,458250,TIGER 미국30년국채스트립액티브(합성H)
458260,TIGER,458260,TIGER 미국투자등급회사채액티브(H)
458730,TIGER,458730,TIGER 미국배당다우존스
458750,TIGER,458750,TIGER 미국배당다우존스타겟커버드콜1호
458760,TIGER,458760,TIGER 미국배당다우존스타겟커버드콜2호
459560,KODEX,459560,KODEX 테슬라밸류체인FactSet
459580,KODEX,459580,KODEX CD금리액티브(합성)
459750,RISE,44E7,RISE 글로벌주식분산액티브
460660,RISE,44E6,RISE 미국S&P배당킹
460960,ACE,K55101E30004,ACE 글로벌인컴TOP10
461450,KODEX,461450,KODEX 코스닥글로벌
461460,PLUS,006359,PLUS 국고채10년액티브
461490,RISE,44E8,RISE 글로벌자산배분액티브
461580,TIGER,461580,TIGER 코스닥글로벌
461600,SOL,211000,SOL 미국30년국채액티브(H)
461900,PLUS,006349,PLUS 미국테크TOP10
461910,PLUS,006350,PLUS 미국테크TOP10레버리지(합성)
461950,KODEX,461950,KODEX 2차전지핵심소재 10
462010,TIGER,462010,TIGER 2차전지소재Fn
463050,TIME,13,TIME K바이오액티브
463250,TIGER,463250,TIGER K방산&우주
463300,RISE,44E9,RISE 중국본토CSI300
463640,KODEX,463640,KODEX 미국S&P500유틸리티
463680,KODEX,463680,KODEX 미국S&P500테크놀로지
463690,KODEX,463690,KODEX 미국S&P500커뮤니케이션
464310,TIGER,464310,TIGER 글로벌AI&로보틱스INDXX
464470,PLUS,006204,PLUS 미국채30년액티브
464600,SOL,211016,SOL 자동차소부장Fn
464610,SOL,211015,SOL 의료기기소부장Fn
464920,PLUS,006366,PLUS 일본반도체소부장
464930,TIGER,464930,TIGER 글로벌혁신블루칩TOP10
465330,RISE,44F2,RISE 2차전지TOP10
465350,RISE,44F1,RISE 2차전지TOP10인버스(합성)
465580,ACE,K55101E52479,ACE 미국빅테크TOP7 Plus
465610,ACE,K55101E52487,ACE 미국빅테크TOP7 Plus레버리지(합성)
465620,ACE,K55101E52495,ACE 미국빅테크TOP7 Plus인버스(합성)
465660,TIGER,465660,TIGER 일본반도체FACTSET
465670,TIGER,465670,TIGER 미국캐시카우100
466920,SOL,211028,SOL 조선TOP3플러스
466930,SOL,211027,SOL 자동차TOP3플러스
466940,TIGER,466940,TIGER 은행고배당플러스TOP10
466950,TIGER,466950,TIGER 글로벌AI액티브
468370,KODEX,468370,KODEX iShares 미국인플레이션국채액티브
468380,KODEX,468380,KODEX iShares 미국하이일드액티브
468630,KODEX,468630,KODEX iShares 미국투자등급회사채액티브
469050,RISE,44F4,RISE 미국반도체NYSE(H)
469060,RISE,44F3,RISE 미국반도체NYSE
469070,RISE,44F5,RISE AI&로봇
469150,ACE,K55101E67600,ACE AI반도체TOP3+
469160,ACE,K55101E66032,ACE 일본반도체
469170,ACE,K55101E67568,ACE 포스코그룹포커스
469530,RISE,44F6,RISE 미국달러선물인버스
469830,SOL,211038,SOL 초단기채권액티브
471230,KODEX,471230,KODEX 국고채10년액티브
471760,TIGER,471760,TIGER AI반도체핵심공정
471780,TIGER,471780,TIGER 코리아테크액티브
471990,KODEX,471990,KODEX AI반도체핵심장비
472150,TIGER,472150,TIGER 배당커버드콜액티브
472160,TIGER,472160,TIGER 미국테크TOP10INDXX(H)
472170,TIGER,472170,TIGER미국테크TOP10채권혼합
472830,RISE,44F8,RISE 미국30년국채커버드콜(합성)
472870,RISE,44F9,RISE 미국30년국채엔화노출(합성 H)
473290,KODEX,473290,KODEX 26-12 회사채(AA-이상)액티브
473330,SOL,211044,SOL 미국30년국채커버드콜(합성)
473440,ACE,K55101E75520,ACE 11월만기자동연장회사채AA-이상액티브
473460,KODEX,473460,KODEX 미국서학개미
473590,ACE,K55101E54012,ACE 미국주식베스트셀러
474220,TIGER,474220,TIGER 미국테크TOP10타겟커버드콜
474390,SOL,211049,SOL 국고채30년액티브
475050,ACE,K55101E79688,ACE KPOP포커스
475080,KODEX,475080,KODEX 테슬라커버드콜채권혼합액티브
475260,ACE,K55101E80470,ACE 2월만기자동연장회사채AA-이상액티브
475270,ACE,K55101E80488,ACE 5월만기자동연장회사채AA-이상액티브
475280,ACE,K55101E80496,ACE 8월만기자동연장회사채AA-이상액티브
475300,SOL,211053,SOL 반도체전공정
475310,SOL,211054,SOL 반도체후공정
475350,RISE,44G1,RISE 버크셔포트폴리오TOP10
475380,RISE,44G0,RISE 글로벌리얼티인컴
475630,TIGER,475630,TIGER CD1년금리액티브(합성)
475720,RISE,44G3,RISE 200위클리커버드콜
476030,SOL,211056,SOL 미국나스닥100
476070,KODEX,476070,KODEX 글로벌비만치료제TOP2 Plus
476310,RISE,44G2,RISE 글로벌비만산업TOP2+
476550,TIGER,476550,TIGER 미국30년국채커버드콜액티브(H)
476690,TIGER,476690,TIGER 글로벌비만치료제TOP2 Plus
476750,ACE,K55101E91790,ACE 미국30년국채엔화노출액티브(H)
476760,ACE,K55101E91865,ACE 미국30년국채액티브
476800,KODEX,476800,KODEX 한국부동산리츠인프라
477050,PLUS,006367,PLUS 머니마켓액티브
477080,RISE,44G4,RISE CD금리액티브(합성)
477730,KODEX,477730,KODEX 인도타타그룹
478150,TIME,20,TIME 글로벌우주테크&방산액티브
479520,RISE,44G5,RISE KOFR금리액티브(합성)
479620,SOL,211057,SOL 미국AI반도체칩메이커
479730,TIGER,479730,TIGER 인도빌리언컨슈머
480020,ACE,K55101E97763,ACE 미국빅테크7+데일리타겟커버드콜(합성)
480030,ACE,K55101E97755,ACE 미국500데일리타겟커버드콜(합성)
480040,ACE,K55101E96450,ACE 미국반도체데일리타겟커버드콜(합성)
480260,TIGER,480260,TIGER 27-04회사채(A+이상)액티브
480310,TIGER,480310,TIGER 글로벌온디바이스AI
481050,KODEX,481050,KODEX CD1년금리플러스액티브(합성)
481060,KODEX,481060,KODEX 미국30년국채타겟커버드콜(합성 H)
481180,SOL,211058,SOL 미국AI소프트웨어
481190,SOL,211059,SOL 미국테크TOP10
481340,RISE,44G6,RISE 미국30년국채액티브
481430,RISE,44G7,RISE 국고채10년액티브
482730,TIGER,482730,TIGER 미국S&P500타겟데일리커버드콜
483280,KODEX,483280,KODEX 미국AI테크TOP10타겟커버드콜
483290,KODEX,483290,KODEX 미국배당다우존스타겟커버드콜
483320,ACE,K55101EB6172,ACE 엔비디아밸류체인액티브
483330,ACE,K55101EB6081,ACE 마이크로소프트밸류체인액티브
483340,ACE,K55101EB6099,ACE 구글밸류체인액티브
484790,KODEX,484790,KODEX 미국30년국채액티브(H)
484880,SOL,211061,SOL 금융지주플러스고배당
484890,SOL,211062,SOL 머니마켓액티브
485540,KODEX,485540,KODEX 미국AI테크TOP10
485690,RISE,44G9,RISE 미국AI밸류체인TOP3Plus
485810,TIME,9,TIME 글로벌안티에이징바이오액티브
486290,TIGER,486290,TIGER 미국나스닥100타겟데일리커버드콜
486450,SOL,211063,SOL 미국AI전력인프라
487230,KODEX,487230,KODEX 미국AI전력핵심인프라
487240,KODEX,487240,KODEX AI전력핵심설비
487340,ACE,K55101EC8482,ACE 머니마켓액티브
487910,ACE,K55101EB6453,ACE 인도컨슈머파워액티브
487920,ACE,K55101EC1768,ACE 인도시장대표BIG5그룹액티브
487950,KODEX,487950,KODEX 대만테크고배당다우존스
488080,TIGER,488080,TIGER 반도체TOP10레버리지
488480,RISE,44H0,RISE 일본섹터TOP4Plus
488500,TIGER,488500,TIGER 미국S&P500동일가중
488770,KODEX,488770,KODEX 머니마켓액티브
488980,SOL,211065,SOL 26-12회사채(AA-이상)액티브
489000,PLUS,006369,PLUS 일본엔화초단기국채(합성)
489030,PLUS,006370,PLUS 고배당주위클리커버드콜
489250,KODEX,489250,KODEX 미국배당다우존스
490090,TIGER,490090,TIGER 미국AI빅테크10
490480,SOL,211070,SOL K방산
490490,SOL,211068,SOL 미국배당미국채혼합50
490590,RISE,44H1,RISE 미국AI밸류체인데일리고정커버드콜
490600,RISE,44H2,RISE 미국배당100데일리고정커버드콜
491010,TIGER,491010,TIGER 글로벌AI전력인프라액티브
491090,KODEX,491090,KODEX 미국테크TOP3플러스
491220,PLUS,006373,PLUS 200TR
491230,PLUS,006374,PLUS 국공채머니마켓액티브
491620,RISE,44H5,RISE 미국테크100데일리고정커버드콜
491630,RISE,44H3,RISE 미국반도체인버스(합성 H)
491830,TIGER,491830,TIGER 미국AI반도체팹리스
493420,SOL,211069,SOL 미국배당다우존스2호
493810,TIGER,493810,TIGER 미국AI빅테크10타겟데일리커버드콜
494180,TIME,8,TIME 글로벌소비트렌드액티브
494210,SOL,211064,SOL 미국500타겟데일리커버드콜액티브
494300,KODEX,494300,KODEX 미국나스닥100데일리커버드콜OTM
494330,ACE,K55101EE7904,ACE 라이프자산주주가치액티브
494340,ACE,K55101EE6187,ACE 글로벌AI맞춤형반도체
494410,PLUS,006375,PLUS 미국S&P500성장주
494420,PLUS,006376,PLUS 미국배당증가성장주데일리커버드콜
494670,TIGER,494670,TIGER 조선TOP10
494840,TIGER,494840,TIGER 미국방산TOP10
494890,KODEX,494890,KODEX 200액티브
495040,PLUS,006378,PLUS 코리아밸류업
495050,RISE,44H7,RISE 코리아밸류업
495060,TIME,15,TIME 코리아밸류업액티브
495550,SOL,211073,SOL 코리아밸류업TR
495850,KODEX,495850,KODEX 코리아밸류업
495940,RISE,44H6,RISE 미국AI테크액티브
496080,TIGER,496080,TIGER 코리아밸류업
496120,ACE,K55101EF9826,ACE 코리아밸류업
496770,PLUS,006377,PLUS 글로벌방산
497510,ACE,K55101EF6160,ACE 글로벌빅파마
497520,ACE,K55101EG1343,ACE 일라이릴리밸류체인
497570,TIGER,497570,TIGER 미국필라델피아AI반도체나스닥
497880,SOL,211074,SOL CD금리&머니마켓액티브
498400,KODEX,498400,KODEX 200타겟위클리커버드콜
498410,KODEX,498410,KODEX 금융고배당TOP10타겟위클리커버드콜
498610,RISE,44H4,RISE 인도디지털성장
498860,RISE,44H8,RISE 코리아금융고배당
499150,SOL,211071,SOL 미국S&P500엔화노출(H)
499660,TIGER,499660,TIGER CD금리플러스액티브(합성)
